frame_start	frame_end	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-choroid-plexus	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	ctx-lh-bankssts	ctx-lh-caudalanteriorcingulate	ctx-lh-caudalmiddlefrontal	ctx-lh-cuneus	ctx-lh-entorhinal	ctx-lh-fusiform	ctx-lh-inferiorparietal	ctx-lh-inferiortemporal	ctx-lh-isthmuscingulate	ctx-lh-lateraloccipital	ctx-lh-lateralorbitofrontal	ctx-lh-lingual	ctx-lh-medialorbitofrontal	ctx-lh-middletemporal	ctx-lh-parahippocampal	ctx-lh-paracentral	ctx-lh-parsopercularis	ctx-lh-parsorbitalis	ctx-lh-parstriangularis	ctx-lh-pericalcarine	ctx-lh-postcentral	ctx-lh-posteriorcingulate	ctx-lh-precentral	ctx-lh-precuneus	ctx-lh-rostralanteriorcingulate	ctx-lh-rostralmiddlefrontal	ctx-lh-superiorfrontal	ctx-lh-superiorparietal	ctx-lh-superiortemporal	ctx-lh-supramarginal	ctx-lh-frontalpole	ctx-lh-temporalpole	ctx-lh-transversetemporal	ctx-lh-insula	ctx-rh-bankssts	ctx-rh-caudalanteriorcingulate	ctx-rh-caudalmiddlefrontal	ctx-rh-cuneus	ctx-rh-entorhinal	ctx-rh-fusiform	ctx-rh-inferiorparietal	ctx-rh-inferiortemporal	ctx-rh-isthmuscingulate	ctx-rh-lateraloccipital	ctx-rh-lateralorbitofrontal	ctx-rh-lingual	ctx-rh-medialorbitofrontal	ctx-rh-middletemporal	ctx-rh-parahippocampal	ctx-rh-paracentral	ctx-rh-parsopercularis	ctx-rh-parsorbitalis	ctx-rh-parstriangularis	ctx-rh-pericalcarine	ctx-rh-postcentral	ctx-rh-posteriorcingulate	ctx-rh-precentral	ctx-rh-precuneus	ctx-rh-rostralanteriorcingulate	ctx-rh-rostralmiddlefrontal	ctx-rh-superiorfrontal	ctx-rh-superiorparietal	ctx-rh-superiortemporal	ctx-rh-supramarginal	ctx-rh-frontalpole	ctx-rh-temporalpole	ctx-rh-transversetemporal	ctx-rh-insula	wm-lh-bankssts	wm-lh-caudalanteriorcingulate	wm-lh-caudalmiddlefrontal	wm-lh-cuneus	wm-lh-entorhinal	wm-lh-fusiform	wm-lh-inferiorparietal	wm-lh-inferiortemporal	wm-lh-isthmuscingulate	wm-lh-lateraloccipital	wm-lh-lateralorbitofrontal	wm-lh-lingual	wm-lh-medialorbitofrontal	wm-lh-middletemporal	wm-lh-parahippocampal	wm-lh-paracentral	wm-lh-parsopercularis	wm-lh-parsorbitalis	wm-lh-parstriangularis	wm-lh-pericalcarine	wm-lh-postcentral	wm-lh-posteriorcingulate	wm-lh-precentral	wm-lh-precuneus	wm-lh-rostralanteriorcingulate	wm-lh-rostralmiddlefrontal	wm-lh-superiorfrontal	wm-lh-superiorparietal	wm-lh-superiortemporal	wm-lh-supramarginal	wm-lh-frontalpole	wm-lh-temporalpole	wm-lh-transversetemporal	wm-lh-insula	wm-rh-bankssts	wm-rh-caudalanteriorcingulate	wm-rh-caudalmiddlefrontal	wm-rh-cuneus	wm-rh-entorhinal	wm-rh-fusiform	wm-rh-inferiorparietal	wm-rh-inferiortemporal	wm-rh-isthmuscingulate	wm-rh-lateraloccipital	wm-rh-lateralorbitofrontal	wm-rh-lingual	wm-rh-medialorbitofrontal	wm-rh-middletemporal	wm-rh-parahippocampal	wm-rh-paracentral	wm-rh-parsopercularis	wm-rh-parsorbitalis	wm-rh-parstriangularis	wm-rh-pericalcarine	wm-rh-postcentral	wm-rh-posteriorcingulate	wm-rh-precentral	wm-rh-precuneus	wm-rh-rostralanteriorcingulate	wm-rh-rostralmiddlefrontal	wm-rh-superiorfrontal	wm-rh-superiorparietal	wm-rh-superiortemporal	wm-rh-supramarginal	wm-rh-frontalpole	wm-rh-temporalpole	wm-rh-transversetemporal	wm-rh-insula	Left-UnsegmentedWhiteMatter	Right-UnsegmentedWhiteMatter
0	30	42.21133	70.5259	61.33466	74.69864	68.90946	70.57786	56.51065	62.91687	100.17692	40.58817	80.60478	111.43613	177.22978	146.45846	45.89639	113.48822	49.25022	19.44357	53.72363	64.27897	70.20132	75.60614	73.40614	45.99728	80.26894	172.17787	126.36729	68.82679	21.44225	60.91566	80.05742	260.02576	48.07703	66.91258	60.21135	20.47289	36.00419	102.73658	95.49112	59.83694	46.86506	67.27874	48.14435	62.99057	66.94924	113.94459	55.45741	88.0722	67.28847	123.39062	64.26768	96.09491	57.76631	103.86004	41.70891	106.26904	80.63309	49.8676	38.70444	58.22337	70.60633	68.48161	47.39579	66.90423	60.4447	101.62701	58.61466	113.6208	61.675	69.90342	156.28056	74.58151	110.41023	45.02343	88.35355	131.35842	61.66751	42.79049	70.79436	81.40494	50.30762	94.02326	89.37113	110.90363	67.25094	116.27464	54.54909	113.29716	55.40268	124.16718	89.1812	88.27431	42.585	82.78689	95.66526	118.44904	67.59345	68.72261	51.71389	106.4967	64.9995	52.69186	128.66145	107.84945	143.19503	69.43615	82.63708	96.99093	46.53659	100.20011	60.39322	45.00031	91.80815	49.27265	46.77303	61.97262	64.0836	92.67246	57.97634	81.01586	50.62946	60.52908	40.64862	62.03835	61.43143	48.08275	34.01834	51.76518	54.06331	54.63902	34.08666	53.00559	58.64417	75.34639	45.9192	94.87567	141.37932	53.32182	70.62923	89.96899	44.15587	40.76541	67.74716	66.0034	54.35467	32.96116	55.14897	37.33547	56.64122	74.45104	68.50774	93.66207	50.86356	163.96404	58.66893	66.71517	58.50682	88.12647	75.24809	89.60778	28.50302	55.79625	68.70802	105.40194	65.65852	54.51261	51.61617	79.85674	45.19771	54.92048	167.91449	137.11837	90.0436	44.52304	41.92071
30	60	3051.71791	4245.44962	5040.28337	7102.86526	6491.08935	5753.18964	7219.49503	5383.64455	5965.0278	5102.16829	4987.14233	5646.28876	5082.82001	7103.60841	6893.81528	5945.59531	6551.01611	4441.69894	3614.85574	3570.5427	5104.67362	6916.25542	6566.91162	6078.39537	7305.57945	5303.85884	5483.72701	5148.86386	7209.40433	5946.53038	4863.65702	7230.77716	3658.28945	4050.9427	3066.97151	2867.08727	2677.8786	7009.93183	6899.4054	6731.42482	8232.8584	4366.17204	6393.12468	6441.64767	5540.64635	7018.3578	6329.7438	6901.68926	8058.43077	7468.50178	5677.87304	6380.02847	5631.73041	7162.64456	7397.02078	7254.76165	9284.48961	5954.90285	6662.3234	6208.41489	7376.38707	7420.90108	6521.76666	6750.68755	5750.99191	6670.20382	6562.22113	6360.97053	4354.50272	8987.78149	7639.15805	6639.94586	8179.39695	7001.00252	8315.66375	4455.84973	6058.58226	6504.18497	5630.07454	7531.48044	6454.34144	7508.419	7622.63246	7783.59281	6164.3418	6759.27196	5750.48961	8246.22809	6539.54694	7518.83516	8396.70602	6224.59033	7153.57045	6460.34539	7477.66691	7921.64851	6975.09744	6918.85511	5829.89406	7296.41212	6454.59844	6713.26262	5367.88019	8974.61694	7172.42386	4502.70981	3016.82726	4897.1794	6919.70156	4338.29588	4568.73257	4474.3905	4133.13353	3914.87175	5185.90771	4773.71222	6509.49164	5535.60665	4432.65998	5063.69698	3894.76781	4798.17985	5853.47267	5042.20018	6564.91127	5099.05908	3651.75439	4072.28774	5002.73132	4270.21891	4739.75359	4577.23482	4282.12812	4775.70756	4269.19537	6018.33284	4300.17326	6411.13969	4922.13054	4072.8532	3864.53347	4494.74285	6519.87785	3653.32775	4496.86857	4561.6426	4336.5468	4323.71431	5270.21717	4590.64669	5965.22014	5360.40693	4534.38913	5768.51133	3973.736	5410.79832	5372.04817	4998.42677	5756.72475	4933.66511	3872.63208	4179.73814	5136.27525	5000.89315	4722.26305	4788.56425	4419.36529	5345.95169	4636.06385	6124.584	4194.70019	7195.08157	4517.32361	2709.93906	2851.04626
60	90	10581.42974	14390.57603	18797.99175	24714.7709	22170.14281	19485.08888	26353.89583	17976.94159	20175.45111	16822.5788	17489.09291	19820.02813	16563.72313	23074.02423	23806.70502	17781.7267	21089.22461	16395.16753	12370.99793	15293.26684	17407.78703	23693.48901	22430.58944	20920.11153	25065.30541	17774.74325	18336.05347	16068.87339	22181.39993	18739.06399	17035.84414	16701.5816	10984.40897	11953.78313	10969.80148	9138.15478	9735.50538	21796.01112	23176.05761	22751.21635	29605.34876	15678.33473	21371.04897	22936.20298	18912.27307	23928.20334	21535.87444	23159.54403	26312.40079	24121.46813	19722.2082	18756.88932	19886.06018	24737.28778	23366.87514	22876.63599	30855.34881	20189.24662	24609.45309	20876.38604	26173.1442	23611.81921	22975.27571	22933.87271	20560.49701	20901.92664	21853.93245	22731.8432	15469.12831	29547.33625	23825.27081	22196.35949	24779.14891	23947.39006	27960.44746	15354.21367	20162.47574	23023.36593	18821.89258	23105.44867	22127.98782	23643.5396	26705.28962	24203.71897	20881.78253	18972.54695	19718.61765	26068.83823	23341.24423	24423.60764	31177.40642	21391.23027	24138.20345	22393.75621	25851.73747	25226.89488	24458.88978	23281.85663	20952.33858	22205.66974	22330.10127	22833.79442	16394.69925	28006.54008	23238.02989	14139.56455	10896.37812	15884.31412	25237.24981	15004.56231	16062.27474	16533.93451	14511.8245	13924.5984	18421.07997	15900.8465	21263.98975	18790.50485	15437.2755	17562.65164	13919.76899	16719.2379	21817.75709	16362.38425	22804.52246	17516.81118	12545.06331	14208.86374	18193.19518	13660.63822	16478.73147	16228.73421	15463.64372	15080.36505	14833.57148	23303.64422	14735.8264	21621.7765	16840.4325	13536.38949	13156.74192	15661.26269	22722.03584	14391.83034	15425.1287	16922.3329	14699.86161	14330.78479	19151.59493	15928.13854	20168.72715	18342.24663	15951.44656	18225.79853	13901.83966	18168.49997	19254.28147	17607.15805	21213.51089	18262.44144	13691.43842	15369.97459	17750.62831	15781.48025	16897.45772	16651.2955	15908.45317	17260.98678	16114.70632	22117.76542	13537.05986	21448.07622	16552.44723	9615.60359	10280.42672
90	120	19331.2404	25456.47267	32915.43194	43830.41235	40377.53357	37739.15173	46265.46544	33038.83971	33104.45067	31482.75866	30333.91958	32891.73466	29501.44029	39101.89823	42863.60278	32081.02457	30758.70703	27967.86044	21526.69341	26860.20177	31642.59688	43339.90651	40728.99935	39924.10604	46050.55784	31693.71254	32166.96983	28148.38981	37703.95805	30828.60102	28607.41335	21853.60101	18625.76062	20872.22715	19882.91286	15741.69424	16127.08385	41311.72362	39058.12606	42364.01865	50686.44647	27327.76729	38306.18076	41749.02827	34100.88663	40684.89665	38465.5899	40536.68187	45955.26879	41739.15745	36362.11379	33588.18495	36465.00498	43573.27061	40337.77743	42228.85689	54325.00997	37677.3523	42312.85741	38728.17825	47010.31241	42083.27863	41739.80625	40999.71352	37400.76126	38219.6573	39790.68839	41652.97411	29278.5404	50317.71386	40843.87709	40003.19637	44422.13379	42914.49169	48311.92604	27742.9776	36607.03844	41357.92704	33963.30972	43450.46715	39993.10425	41829.45523	45373.56183	43181.01714	38137.41742	31807.15725	35629.00594	45309.57726	41855.23461	44553.86814	53170.49704	38430.16599	42805.56628	39619.76235	45594.93736	45470.10295	44251.58633	42361.32687	38210.69512	39838.35721	39416.65505	40755.81046	28863.09418	49425.27815	40036.47838	27815.03975	19667.89191	30665.10955	43766.06568	28190.77321	28900.80046	30520.0745	26540.97753	24962.03899	33558.01834	27976.45977	38144.25056	32905.62313	28638.4703	31339.10074	26140.61059	31154.22364	35244.82203	30186.01183	40066.89401	33526.01591	22161.23439	26642.27601	33009.34426	24377.94946	29641.14994	29800.29309	28573.42384	28498.60236	28235.71229	42595.95691	27671.93344	38959.87153	30000.93621	25026.12456	23890.19686	28436.22558	39765.35127	25901.70172	28080.21977	30128.33065	27515.89485	27514.19034	34495.25898	29170.05399	36115.37573	33448.76506	30396.95286	31388.19053	25358.07684	31725.09554	35794.16026	31968.3336	36427.39907	32814.74956	23914.97065	28064.91549	31892.77387	28155.18358	31064.55441	30993.20217	29445.30924	31318.25028	28575.00373	39921.59553	26285.04473	38442.36236	29209.77453	17500.70585	18198.93938
120	150	24845.3286	34441.41066	45693.45466	60840.1642	55813.47929	52863.8631	64764.08871	45150.67153	48413.308	42258.84384	42616.424	44666.76844	40889.68188	52328.31263	59669.95575	43449.70138	47348.08398	35069.38079	30180.9735	34405.41919	44717.86991	61288.36181	56306.14261	57129.65484	63395.19041	43518.24021	42418.52499	37604.29051	54310.19892	42557.12505	37567.78217	25470.09334	24571.03655	28681.41404	24457.25519	20494.94329	22011.12076	55574.82666	54224.04587	58537.39941	69800.67077	38810.002	53379.67293	57533.63919	49028.45672	54781.81293	53501.05938	56305.08949	62039.49956	56110.73053	51107.23026	45902.0732	49559.87812	59545.12073	58699.92351	57627.12576	76439.15998	51382.31847	58496.20655	53933.36844	63755.47576	53818.24287	57642.28534	56785.80579	52452.13395	51549.24539	54928.04259	56986.31557	39262.29384	67397.45011	53627.12859	54014.77391	56833.97188	60994.45181	65049.46217	36110.47001	50053.48928	57264.14732	48019.78679	55537.73651	54635.10397	56354.89849	62387.40726	57557.10563	54241.94598	45336.43133	49903.70075	60407.48333	58852.29601	58852.00841	71678.36003	52288.5567	58590.12265	54576.19418	61858.46248	61017.29465	61471.23634	57406.57227	52737.92177	53013.32441	55278.52095	58691.44456	39543.74416	64161.00321	55090.18863	36524.01354	28339.87325	42538.57161	61362.86687	38975.64572	40162.3581	42018.31033	39138.04669	33856.68013	45666.98929	39026.58549	51286.58828	44328.06782	40794.62756	43690.58296	35671.68617	42612.97387	51739.30412	41701.99314	56716.58448	45876.76298	31928.39699	37389.08754	45485.46714	32424.88298	41648.37062	40904.81623	40231.32666	38650.84058	38085.29893	59156.32323	38671.6846	53379.42847	41426.71046	33613.61126	31180.09424	40167.73973	54724.67248	36609.25113	38666.26426	42443.70925	38867.55292	34204.98728	47681.67701	39716.19499	50529.35955	43639.46035	43110.74339	42403.54528	34869.81302	42869.82605	50576.78246	43091.73281	50565.24991	45641.43374	32547.20838	38762.85602	43529.08609	37186.64108	42823.37757	41742.92016	40102.91925	43095.1734	40535.10006	57610.73664	38070.22192	50877.2808	40718.86143	24163.54616	25307.78162
150	180	26135.98386	38247.62582	49269.42563	63903.58871	58368.00273	55057.57004	70032.74297	50170.25384	49848.10808	43777.33982	44437.08946	46844.34937	42693.55598	51692.99752	60641.76626	44302.08998	54353.83594	37509.18908	30512.02512	38874.75931	47566.60711	63881.0463	59467.50908	59217.2354	68094.95975	44807.14944	45594.58956	41394.22707	60063.6555	44718.89374	39339.37515	20961.57931	24566.77516	29125.26088	28914.23028	23765.39659	24335.10919	57278.98042	55955.58258	60453.13462	70826.66028	41089.16277	55715.43209	61315.66368	52115.95862	55972.63812	56644.98595	59280.51853	65371.53302	58925.46496	53434.89211	47352.08657	53625.49567	62299.08959	60736.9103	60013.21196	79398.57431	54122.64681	60817.5281	56704.06688	66180.84504	56600.05314	61366.07587	58888.33449	56479.74561	54823.04949	57159.24119	60297.79709	44018.04811	69464.57885	56181.34484	57934.48882	60521.22891	62058.45901	67615.12711	39088.92196	54911.92025	60405.38192	51540.25909	57913.1298	57970.1811	59070.69876	66030.45707	59667.25458	56457.52353	46756.9115	52085.92684	63297.20209	63131.12434	63315.72774	75583.06457	55064.14624	63964.82278	57526.6917	65127.64543	62681.51006	63963.83585	59534.47676	55816.11666	54643.39116	56928.30581	59633.66345	42146.19629	66742.49624	55859.55843	39971.0535	28916.76433	45787.41655	62493.74884	42033.50841	43076.71352	45620.71829	41253.04974	34070.18132	49720.82648	41363.29365	55283.66518	47969.52606	43479.28115	46452.59003	38250.12532	46250.9041	54072.55993	43731.42723	59147.71391	48730.67386	31950.29863	40101.76535	47386.04543	34848.0414	45360.98393	43659.13313	43709.0835	41980.36286	40841.05706	64462.68564	42193.48147	55717.63667	44001.17577	37641.38434	34494.90328	42229.16942	56934.68411	40006.18687	41699.19402	44692.55121	41637.54735	36138.2034	50055.58421	41771.39992	53569.52066	46073.44786	45882.17465	46019.68667	37276.56664	45673.5769	52781.45715	46220.12424	52564.45355	48995.79357	37753.64524	41539.35027	46651.88301	41926.46898	45972.25275	44817.18643	43611.40496	44569.29833	42997.69115	57340.45136	39776.16508	53386.16089	42973.3982	26372.5356	26789.61452
180	240	26154.38616	37485.24501	49355.31016	62979.58061	58558.77793	55152.79804	69371.67209	50221.00801	50267.38443	41494.73891	43910.78539	45759.98963	43920.00016	49910.02524	63374.74225	43671.01763	52785.46094	35388.95608	29464.45004	36190.96248	46959.70973	62720.19034	59169.53437	59737.56515	66905.39324	46878.72256	44896.47744	41076.13806	61323.94861	44399.63494	36693.30564	23044.96663	23943.66164	27966.48575	27721.58023	23755.43007	23428.5585	57678.04094	55428.74694	59494.51624	69225.29069	42962.09771	55720.19428	59690.90185	51196.56833	54924.48921	55355.80188	58295.1075	63931.68247	58477.05736	53468.07134	46772.12598	52377.3603	60372.77314	59075.64701	57840.53229	73880.00395	53183.20828	59784.12664	55545.65885	64375.35704	56270.18131	59839.00858	57359.09365	55434.29956	53179.82777	56740.83484	59107.63089	43029.00453	65065.19326	54631.5497	56429.45101	57998.88001	60541.86918	66121.44381	39697.65721	53951.59774	58878.56412	51082.76621	56055.47246	57009.53036	58656.74468	63481.68996	58710.02301	56087.48916	47520.16291	52395.86177	61403.12697	62425.51713	60663.32561	71507.93918	54252.85687	60298.13804	56066.04902	63223.99719	60679.95722	62911.82701	58367.09936	55089.83763	53691.34021	56355.63478	59620.27522	41633.09906	66099.76258	54867.31683	39506.26712	30354.60978	45197.55593	60535.15965	42672.09685	43138.97753	44626.20367	41545.00269	33943.48361	48379.69573	41881.23353	54329.08903	47374.24567	43852.23074	44739.77002	38392.57428	45009.14292	52377.99316	43546.87549	56662.71563	48112.26455	33224.65112	40056.32888	46835.45786	35696.32135	44631.7863	43686.68474	43009.7198	41059.19209	41315.31254	61733.0129	43831.2934	52387.05158	44241.07446	37385.37969	34539.77394	42111.57101	56047.53273	39312.86486	42049.78795	43957.70199	41722.45514	35715.36022	50331.64974	42208.9829	52802.27917	45550.91555	46531.24427	46337.54056	38348.90647	44220.66978	53995.8419	45218.52124	51127.13064	48502.10014	35476.1409	40619.74411	45609.11542	39673.00909	45295.28547	44023.77767	43063.93051	44477.52849	43245.17013	59927.47371	40934.27348	54630.81665	42903.0049	26359.5124	27186.09897
240	300	24271.45448	35680.56732	46721.08364	58356.70241	55596.84955	50266.01713	65927.592	48341.6398	48056.51293	39597.18055	41667.81088	43948.13397	41400.30115	46241.56226	58954.09313	42185.38767	50710.4707	30615.93908	27035.30809	34710.90535	44719.18902	58308.08832	56456.95976	56119.80107	63089.818	48691.85299	42435.16831	39978.68162	57834.95684	43011.12101	32519.04064	21913.28788	22175.09467	26062.04654	25838.41	22634.84775	24555.28945	53235.98045	52535.20069	54237.99742	62548.86849	39870.09152	52868.84218	55136.35588	49334.87359	49916.65437	50753.09005	53409.90368	58606.10423	54332.10381	50358.69881	43973.44806	48256.05726	55366.36622	55230.4363	53617.09177	67913.63784	49479.27008	54762.02981	51599.61888	59809.52913	53231.33996	55068.67446	53084.71148	51645.69892	50347.14764	52001.22781	54465.1169	41564.21421	60232.04737	51516.96391	53675.11649	55029.14415	54599.63084	60654.38655	38404.53959	51476.48924	54966.39395	48930.68591	51838.15311	52884.90948	55125.28048	58764.3775	54704.46049	52386.35276	45871.23199	47492.98279	55670.4915	58043.94854	54998.53857	64028.1124	50041.13484	55617.35525	51680.66311	58565.19953	56857.4294	57549.17823	53006.46614	51426.5247	50969.63622	51995.56712	54208.00574	41135.32636	59608.57501	51438.56999	38714.64963	30385.5513	41771.7876	55488.53133	40804.93953	41420.42802	42646.32045	39692.5976	31937.50223	45296.57904	39546.34486	50391.71454	45334.98687	42046.41591	43337.99195	36805.6353	42571.40749	50693.50231	41891.17854	50873.06223	45956.41091	32793.47475	38382.14301	44415.25944	34514.12392	42334.26874	41249.14558	41214.71391	39944.08022	38636.37948	58594.07529	40714.13659	49632.92933	42494.94792	36472.87349	33986.60081	40794.29045	52965.4556	38258.18727	40166.19153	41793.82922	40449.67373	35323.91282	47773.6433	40869.31185	48554.02871	43446.77433	43932.23686	42844.52785	35810.23171	42306.50009	49818.99835	42878.06584	47038.01165	45308.26965	35012.56416	39161.796	43531.51066	37091.0185	43446.77244	41472.93355	41527.52389	43721.69181	40527.43981	53431.43771	39687.62227	49635.73705	41152.04878	25792.51457	26854.36531
